GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000181830	840	1518	1223	2525	3080	478	4505
ENSG00000181837	0	0	0	0	0	0	982
ENSG00000181847	0	0	3	0	0	0	6091
ENSG00000181852	1648	1878	1907	2089	1683	1623	4211
ENSG00000181856	294	201	224	21	5	10	4046
ENSG00000181867	0	0	0	0	0	0	870
ENSG00000181873	1076	2232	841	949	1215	311	10219
ENSG00000181885	83	31	3336	6765	9226	1101	2492
ENSG00000181894	113	52	156	283	375	289	4306
ENSG00000181896	590	649	510	710	810	640	6560
ENSG00000181903	0	0	0	0	0	0	1058
ENSG00000181904	3525	3244	3229	2409	2215	3206	5741
ENSG00000181908	57	27	34	5	3	1	2337
ENSG00000181915	1772	2008	2086	2157	2296	1116	3723
ENSG00000181924	2694	2683	1402	2527	3862	1176	2246
ENSG00000181927	0	0	0	0	0	0	939
ENSG00000181929	1445	2422	1901	1926	1705	2896	4556
ENSG00000181935	0	0	0	0	0	0	933
ENSG00000181938	1129	1785	596	945	1197	1548	5105
ENSG00000181939	0	0	0	0	0	0	1113
ENSG00000181943	0	0	0	0	0	0	991
ENSG00000181950	0	0	0	0	0	0	942
ENSG00000181958	0	0	0	0	0	0	1035
ENSG00000181961	0	0	0	0	0	0	1081
ENSG00000181963	0	0	0	0	0	0	1067
ENSG00000181965	9	9	0	0	0	0	1649
ENSG00000181977	0	0	0	0	0	0	213
ENSG00000181982	9	0	261	1	7	7	9584
ENSG00000181984	0	0	1	0	0	0	5295
ENSG00000181991	2004	2156	1040	1222	2047	1204	3843
ENSG00000181995	0	0	0	0	0	0	1289
ENSG00000181997	0	0	0	0	0	0	1041
ENSG00000182000	0	0	1	22	1	0	403
ENSG00000182004	3989	4102	2070	3003	3748	1965	1474
ENSG00000182010	637	616	982	1806	2065	353	9548
ENSG00000182013	1580	1154	1	0	0	0	3696
ENSG00000182021	0	0	0	0	1	0	3577
ENSG00000182022	1313	1764	3877	29	26	1710	5207
ENSG00000182035	0	0	0	0	0	0	1033
ENSG00000182040	209	181	280	4	4	14	3561
ENSG00000182048	0	0	5	0	0	0	3262
ENSG00000182050	0	0	0	0	0	0	4703
ENSG00000182053	0	0	0	0	0	0	1437
ENSG00000182054	5308	3133	2358	1464	740	717	2814
ENSG00000182057	72	92	44	53	98	55	1451
ENSG00000182070	0	0	0	0	0	0	1779
ENSG00000182077	0	0	0	0	0	0	2529
ENSG00000182083	0	4	0	0	0	0	1066
ENSG00000182087	7388	8798	11657	8085	12521	4844	3974
ENSG00000182093	3015	2482	882	1071	1393	623	5558
ENSG00000182095	2487	6537	16038	8082	5323	6847	12572
ENSG00000182103	257	199	0	0	0	94	1854
ENSG00000182107	0	0	0	5188	6600	3178	4471
ENSG00000182108	0	6	1	0	2	0	1722
ENSG00000182109	181	112	195	33	22	7	3059
ENSG00000182111	1	3	0	0	0	0	5197
ENSG00000182117	1774	1806	1649	2707	3529	1601	551
ENSG00000182118	1767	1787	758	20	11	232	2394
ENSG00000182132	1	1	0	0	0	0	3127
ENSG00000182134	510	693	665	13	1	758	5092
ENSG00000182141	342	328	228	418	520	261	4325
ENSG00000182149	7239	6289	5010	6118	4959	5937	5617
ENSG00000182150	569	885	1199	862	639	1898	10341
ENSG00000182154	2011	2157	2147	1579	2225	955	1262
ENSG00000182156	0	0	0	0	6	0	3549
ENSG00000182158	2645	4420	3062	1073	624	2116	8788
ENSG00000182162	0	0	0	0	0	0	4459
ENSG00000182165	313	151	0	342	168	257	1023
ENSG00000182168	203	571	12	0	0	0	10684
ENSG00000182170	16	0	0	0	0	0	870
ENSG00000182173	2820	1950	3804	1790	2672	1563	3440
ENSG00000182175	1502	1440	515	4	0	20	5719
ENSG00000182177	32	1	9	0	0	14	7069
ENSG00000182179	13	36	139	206	13	23	4545
ENSG00000182180	3342	3903	3378	4025	4295	3312	3366
ENSG00000182183	0	0	1	0	0	0	2508
ENSG00000182185	219	400	170	256	121	490	7477
ENSG00000182187	0	0	0	0	0	0	641
ENSG00000182195	1651	1406	0	0	0	0	1377
ENSG00000182196	7	12	29	16	31	12	2777
ENSG00000182197	1521	2159	1420	3213	3361	6487	8325
ENSG00000182199	9581	8944	8775	6586	4454	7259	4838
ENSG00000182208	495	695	770	760	787	340	4504
ENSG00000182217	0	0	0	0	2	0	1869
ENSG00000182218	9	4	0	0	0	0	7836
ENSG00000182220	3732	3578	2776	5296	3242	2661	2587
ENSG00000182223	0	0	29	0	0	0	1460
ENSG00000182224	737	1110	1219	943	1192	1464	3980
ENSG00000182230	3	2	0	1	0	0	10799
ENSG00000182240	1234	1454	1350	7558	5937	481	9619
ENSG00000182242	0	0	0	0	0	0	1471
ENSG00000182247	873	1157	500	0	0	1070	3272
ENSG00000182253	592	307	840	2	1	372	7818
ENSG00000182255	1	14	0	0	4	0	4195
ENSG00000182256	0	0	0	0	0	0	3830
ENSG00000182257	11	17	32	2	3	26	2817
ENSG00000182261	0	0	8	0	0	437	2531
ENSG00000182263	301	570	0	915	548	1082	9942
ENSG00000182264	130	70	55	356	90	0	3415
ENSG00000182271	0	0	0	0	0	0	1228
ENSG00000182272	2083	1120	3564	40	8	283	3761
ENSG00000182287	3017	3194	823	550	719	591	5362
ENSG00000182307	5208	6417	3749	2946	3737	5778	3378
ENSG00000182308	14	31	59	12	1	53	4764
ENSG00000182310	39	37	148	261	188	81	3648
ENSG00000182315	0	0	0	0	0	0	775
ENSG00000182318	317	434	385	555	810	241	4629
ENSG00000182319	258	280	2107	5105	3616	1010	4892
ENSG00000182324	112	63	173	74	59	87	3470
ENSG00000182325	557	828	3434	1118	1538	1572	3375
ENSG00000182326	18	21	153	14	6	67	6389
ENSG00000182327	13	43	94	72	107	15	1023
ENSG00000182329	17	17	3	7	7	0	7977
ENSG00000182330	0	0	0	0	0	0	1844
ENSG00000182333	0	0	0	0	0	0	2348
ENSG00000182334	0	0	0	0	0	18	936
ENSG00000182346	0	0	0	0	0	0	2295
ENSG00000182347	0	0	0	0	0	0	1114
ENSG00000182348	0	0	0	0	0	0	4659
ENSG00000182351	0	0	0	0	0	0	231
ENSG00000182352	0	0	0	8	0	0	2778
ENSG00000182359	135	87	206	64	29	80	5516
ENSG00000182362	466	414	530	208	193	112	1807
ENSG00000182365	0	0	0	0	0	0	941
ENSG00000182366	0	0	1	0	0	14	4531
ENSG00000182368	198	99	29	67	50	14	616
ENSG00000182372	918	731	1275	595	421	560	8111
ENSG00000182376	1	0	19	0	0	0	2238
ENSG00000182378	3628	3374	868	565	687	1248	6191
ENSG00000182379	1765	1836	992	874	681	193	2150
ENSG00000182383	0	0	0	0	0	0	449
ENSG00000182389	440	471	176	0	1	10	13610
ENSG00000182393	0	0	0	130	30	0	857
ENSG00000182397	7	2	0	0	0	0	3979
ENSG00000182400	805	820	1110	2372	2094	1489	4533
ENSG00000182404	0	0	6	0	0	0	1904
ENSG00000182405	76	56	97	131	96	272	2318
ENSG00000182415	0	0	0	0	0	0	2408
ENSG00000182446	5638	7503	12077	7587	8615	11954	9562
ENSG00000182447	0	0	0	0	0	1	1434
ENSG00000182450	0	4	1	0	0	0	2632
ENSG00000182459	205	105	36	100	491	0	1936
ENSG00000182463	33	128	24	34	18	56	12582
ENSG00000182472	78	18	143	31	27	27	5966
ENSG00000182473	1832	2549	5075	2361	1975	2903	10126
ENSG00000182477	0	0	0	0	0	0	938
ENSG00000182481	15260	24437	15776	15628	15106	19728	3140
ENSG00000182484	26	38	135	43	65	19	4618
ENSG00000182487	0	0	2	0	0	0	1950
ENSG00000182489	127	41	42	123	15	100	3375
ENSG00000182492	178	69	0	0	0	0	2453
ENSG00000182500	1460	1435	1150	1597	2100	806	2263
ENSG00000182502	0	0	0	0	0	0	900
ENSG00000182504	1293	1355	1171	792	697	1760	9550
ENSG00000182508	1	0	0	0	0	4	1843
ENSG00000182511	61	26	437	2	6	0	4241
ENSG00000182512	2918	3744	3160	3009	3538	2093	2845
ENSG00000182518	715	621	311	80	163	215	2499
ENSG00000182521	0	0	14	0	0	0	2407
ENSG00000182531	0	0	4	0	0	0	1024
ENSG00000182533	107	44	0	0	0	1	1956
ENSG00000182534	4707	4441	3365	45	8	478	9257
ENSG00000182541	1159	1077	1354	3487	3587	1342	6170
ENSG00000182544	1030	1057	877	1721	2652	729	2581
ENSG00000182545	0	0	8	0	0	0	1200
ENSG00000182551	2476	4777	1252	5701	7387	2065	5560
ENSG00000182552	933	702	325	1350	1641	580	2776
ENSG00000182557	0	0	54	1	7	1	2684
ENSG00000182565	0	0	0	0	0	0	1064
ENSG00000182566	0	0	6	0	0	0	1754
ENSG00000182568	476	965	531	15	12	497	13405
ENSG00000182572	0	0	0	0	0	0	477
ENSG00000182574	3	0	0	0	0	2	947
ENSG00000182575	124	59	20	0	0	38	5648
ENSG00000182578	7	1	23	410	38	17	5151
ENSG00000182580	497	493	900	1651	1233	312	4532
ENSG00000182583	6	0	0	0	0	0	967
ENSG00000182584	14	14	6	0	5	86	2028
ENSG00000182585	0	1	0	0	0	72	1814
ENSG00000182586	3	0	2	0	0	0	899
ENSG00000182591	0	0	0	0	0	0	909
ENSG00000182600	8	43	363	121	85	27	3698
ENSG00000182601	1	0	0	0	0	0	3379
ENSG00000182606	2031	2337	3084	4039	2107	4147	10992
ENSG00000182611	0	0	11	22	22	1	496
ENSG00000182612	323	350	183	113	103	66	4749
ENSG00000182613	0	0	0	0	0	0	948
ENSG00000182621	482	782	756	464	71	112	10942
ENSG00000182625	0	0	5	0	0	2	207
ENSG00000182628	2109	2617	2210	2548	1838	4077	3148
ENSG00000182631	0	0	0	0	0	0	2533
ENSG00000182632	33	16	635	0	1	1	3957
ENSG00000182634	0	0	0	0	0	0	945
ENSG00000182636	0	0	0	0	0	0	1886
ENSG00000182645	0	0	0	0	0	4	1777
ENSG00000182646	27	27	9	16	16	4	5336
ENSG00000182648	3	3	8	14	6	0	2246
ENSG00000182652	0	0	0	0	0	0	942
ENSG00000182667	0	1	0	327	30	0	6949
ENSG00000182670	7019	6859	6743	7570	4356	5314	15883
ENSG00000182674	36	107	0	0	0	0	3582
ENSG00000182676	2	5	12	4	8	0	1449
ENSG00000182685	97	50	216	112	119	26	2083
ENSG00000182687	7	33	8	50	72	6	1364
ENSG00000182698	0	0	0	0	0	0	1140
ENSG00000182700	153	129	314	285	209	224	2871
ENSG00000182704	1052	1037	1606	1736	1442	1383	4131
ENSG00000182707	0	0	0	0	0	0	285
ENSG00000182712	0	0	0	0	0	0	1539
ENSG00000182718	6144	5057	34807	63620	96147	86174	8822
ENSG00000182722	0	0	4	0	1	0	958
ENSG00000182732	7	1	447	33	0	0	6351
ENSG00000182742	171	427	444	22	1	0	3757
ENSG00000182747	121	35	10	0	1	5	2359
ENSG00000182749	217	176	776	889	980	667	3297
ENSG00000182752	35	40	20	5	0	337	11573
ENSG00000182759	1432	1793	242	20	27	1	2504
ENSG00000182768	917	1066	716	717	946	635	2784
ENSG00000182771	361	398	306	2	0	0	6033
ENSG00000182774	1	1	7	1	3	18	3812
ENSG00000182776	0	0	0	0	0	0	2369
ENSG00000182782	0	0	15	0	0	475	2051
ENSG00000182783	0	0	0	0	0	0	1014
ENSG00000182791	18	44	63	47	37	23	2915
ENSG00000182793	0	0	0	0	0	0	932
ENSG00000182795	3	11	211	3520	3353	1929	5502
ENSG00000182796	247	261	600	157	85	121	3564
ENSG00000182798	0	0	36	10	5	76	1611
ENSG00000182809	989	648	1640	665	135	44	4829
ENSG00000182810	719	1175	619	955	1240	998	2592
ENSG00000182814	1	0	0	0	0	0	1521
ENSG00000182816	0	0	0	0	0	0	849
ENSG00000182824	0	4	0	0	0	0	1859
ENSG00000182827	3602	3894	2027	4310	2494	2324	3578
ENSG00000182831	1635	2418	2106	3162	2594	5408	5953
ENSG00000182836	0	0	0	0	0	0	7731
ENSG00000182841	299	786	691	431	471	507	5092
ENSG00000182851	4	0	16	1	0	0	2281
ENSG00000182853	4	0	20	9	3	0	803
ENSG00000182854	0	0	0	0	0	0	985
ENSG00000182858	912	1051	551	670	677	502	5350
ENSG00000182866	29	1	33	94	92	114	3337
ENSG00000182870	21	33	110	1	1	0	4634
ENSG00000182871	3121	4522	7288	113	75	232	8525
ENSG00000182872	3423	5738	3805	3493	3691	2222	3858
ENSG00000182873	75	98	280	121	78	100	2596
ENSG00000182885	22	4	4	0	0	1	3593
ENSG00000182888	0	0	0	0	0	0	452
ENSG00000182890	98	89	25	6	7	16	2333
ENSG00000182896	0	0	0	0	0	0	1224
ENSG00000182898	0	0	0	0	0	1	3603
ENSG00000182899	8700	9943	15888	10621	10168	14511	2977
ENSG00000182901	37	48	0	2	1	9	3328
ENSG00000182902	33	21	20	9	3	29	4741
ENSG00000182903	1174	1258	892	699	522	1158	6390
ENSG00000182909	175	555	383	598	920	42	1914
ENSG00000182912	385	433	134	301	272	12	3026
ENSG00000182916	10	6	7	0	0	0	1177
ENSG00000182919	339	509	1115	586	349	453	6269
ENSG00000182921	0	0	0	0	0	0	791
ENSG00000182923	479	652	674	421	430	900	10114
ENSG00000182931	3	0	1	0	0	1	630
ENSG00000182934	4703	6959	4400	7646	10707	5846	4167
ENSG00000182938	0	0	0	0	0	0	2516
ENSG00000182944	8688	13917	13498	13688	14250	12999	10327
ENSG00000182950	31	6	2	1	8	0	1196
ENSG00000182952	3000	2411	1981	2789	2324	2834	1274
ENSG00000182957	349	310	1351	401	363	553	9941
ENSG00000182963	2645	2320	3431	5	0	5281	8660
ENSG00000182965	0	0	0	0	0	0	866
ENSG00000182968	5	0	0	0	0	0	4108
ENSG00000182973	2017	2923	1671	1679	2005	1745	5294
ENSG00000182974	0	0	0	0	0	0	1084
ENSG00000182979	5620	7249	8776	7869	6354	4995	6964
ENSG00000182983	4	0	10	0	0	0	6762
ENSG00000182985	2961	3942	0	209	207	1971	11015
ENSG00000182986	600	577	1057	3249	1938	802	8327
ENSG00000182993	135	163	154	22	64	149	4570
ENSG00000183010	4231	3845	8760	2285	1491	919	2886
ENSG00000183011	1541	1368	1195	700	1050	649	1943
ENSG00000183016	1	0	1	0	0	0	2718
ENSG00000183018	216	158	294	35	48	46	4111
ENSG00000183019	4	1	0	0	0	0	1906
ENSG00000183020	5352	6176	4297	5009	5276	1884	9571
ENSG00000183022	0	0	4	1	0	0	643
ENSG00000183023	292	271	0	38	6	592	21944
ENSG00000183024	0	0	0	0	0	0	998
ENSG00000183032	33	67	113	64	70	56	3703
ENSG00000183034	1	6	5	0	4	0	2778
ENSG00000183035	0	0	0	0	0	0	2106
ENSG00000183036	0	0	1	0	0	0	1106
ENSG00000183038	7	0	0	0	0	0	973
ENSG00000183044	594	508	716	454	141	1077	9744
ENSG00000183048	552	837	959	671	1194	303	3287
ENSG00000183049	441	527	1220	103	39	61	8746
ENSG00000183054	3	5	3	0	0	0	13309
ENSG00000183055	0	0	0	0	0	0	704
ENSG00000183060	743	538	429	395	431	245	5691
ENSG00000183066	3	0	3	0	0	44	6180
ENSG00000183067	0	0	13	0	0	0	2650
ENSG00000183072	3446	3351	4	37	24	0	2094
ENSG00000183077	1135	1050	1591	602	355	537	4048
ENSG00000183086	0	2	0	0	0	0	990
ENSG00000183087	656	596	2031	3690	2100	3459	6130
ENSG00000183090	0	0	0	0	0	0	6869
ENSG00000183091	96	52	229	41	27	254	30567
ENSG00000183092	96	73	615	1	2	38	7073
ENSG00000183098	158	370	0	6	1	0	6467
ENSG00000183103	0	0	0	0	0	0	2161
ENSG00000183111	188	118	540	315	228	178	5324
ENSG00000183114	489	397	1	0	0	0	2581
ENSG00000183117	0	0	0	0	0	0	18700
ENSG00000183122	0	0	0	0	0	0	953
ENSG00000183128	2	0	58	0	0	5	1652
ENSG00000183130	0	0	0	0	0	0	1072
ENSG00000183134	9	1	54	0	0	4	2895
ENSG00000183137	599	526	593	443	413	857	6432
ENSG00000183145	68	32	0	0	0	15	2319
ENSG00000183146	0	0	0	0	0	0	878
ENSG00000183148	0	6	24	0	0	0	3891
ENSG00000183150	40	43	103	37	58	54	2623
ENSG00000183153	2	4	18	12	17	4	1044
ENSG00000183154	0	0	3	0	0	0	2086
ENSG00000183155	674	505	429	966	1319	498	2430
ENSG00000183160	1	0	0	0	0	0	3189
ENSG00000183161	46	38	373	856	1175	675	3309
ENSG00000183166	0	0	0	0	0	0	10029
ENSG00000183169	0	0	0	0	0	0	2375
ENSG00000183171	14	0	23	1	5	0	2143
ENSG00000183172	960	801	632	699	584	818	1731
ENSG00000183185	0	0	4	0	0	0	5703
ENSG00000183186	366	344	689	9	1	0	3098
ENSG00000183196	118	338	845	0	0	21	3470
ENSG00000183199	31	80	285	44	114	406	2173
ENSG00000183206	0	0	0	0	0	0	6712
ENSG00000183207	6907	9513	9238	10305	12965	4916	4073
ENSG00000183208	193	271	181	124	121	89	2038
ENSG00000183230	0	1	0	0	1	0	11133
ENSG00000183239	0	0	1	1	1	0	455
ENSG00000183242	79	31	0	0	0	0	5561
ENSG00000183246	5	5	4	0	0	6	6105
ENSG00000183248	84	37	924	23	1	10	4520
ENSG00000183249	0	0	0	0	0	0	450
ENSG00000183250	299	404	230	209	327	37	2656
ENSG00000183251	7	0	1180	0	1	0	983
ENSG00000183255	4997	6807	5353	9312	7701	3185	3471
ENSG00000183258	2859	3339	3421	2062	3293	2839	4536
ENSG00000183260	118	176	132	439	953	580	1776
ENSG00000183269	0	0	0	0	0	0	1061
ENSG00000183273	0	0	0	0	0	0	3440
ENSG00000183281	1	8	23	12	6	7	3220
ENSG00000183283	5450	6291	6179	5284	4233	8388	5731
ENSG00000183287	557	353	141	0	0	216	6577
ENSG00000183291	7325	7254	4799	9062	6602	7385	2099
ENSG00000183292	0	0	0	0	0	0	3000
ENSG00000183298	9	26	13	6	10	14	914
ENSG00000183303	0	0	0	0	0	8	1069
ENSG00000183304	0	0	0	0	0	0	1590
ENSG00000183305	0	2	84	0	0	0	2415
ENSG00000183307	40	132	109	36	26	7	5069
ENSG00000183308	0	0	0	0	0	0	973
ENSG00000183309	797	847	1488	1172	1191	1849	4334
ENSG00000183310	0	0	0	0	0	0	1059
ENSG00000183313	0	0	0	0	0	0	1094
ENSG00000183317	236	97	982	90	68	21	8151
ENSG00000183318	0	0	0	0	0	0	1063
ENSG00000183323	1004	958	1014	472	334	598	7932
ENSG00000183324	0	0	1	1	0	0	927
ENSG00000183336	0	0	0	0	0	0	1012
ENSG00000183337	5935	13245	2965	2867	2234	1277	7642
ENSG00000183340	463	340	492	634	434	672	4226
ENSG00000183346	15	22	36	0	0	0	1685
ENSG00000183347	8	0	0	0	0	0	2987
ENSG00000183354	477	285	1135	569	280	924	7930
ENSG00000183378	0	0	0	4	0	137	2176
ENSG00000183379	4	0	2	0	0	0	2612
ENSG00000183385	0	0	0	0	0	0	708
ENSG00000183386	980	894	846	1255	1193	641	2004
ENSG00000183389	0	0	0	0	0	0	1209
ENSG00000183395	5	23	2	278	28	24	766
ENSG00000183396	0	9	21	1	0	0	662
ENSG00000183397	52	120	308	46	38	23	674
ENSG00000183401	142	45	143	34	34	56	4064
ENSG00000183405	221	434	321	123	242	481	647
ENSG00000183421	973	1203	619	748	793	1125	4267
ENSG00000183423	14	18	36	5	0	1	3897
ENSG00000183426	483	341	442	517	496	114	7275
ENSG00000183431	5733	7167	4122	5150	6596	6088	4740
ENSG00000183432	0	0	0	0	0	0	498
ENSG00000183434	0	0	0	0	0	0	1680
ENSG00000183439	0	0	0	0	0	0	1582
ENSG00000183444	385	298	186	261	179	153	985
ENSG00000183454	0	0	1	11	1	0	10632
ENSG00000183458	271	392	963	317	206	326	6830
ENSG00000183461	0	0	0	0	0	0	1327
ENSG00000183463	24	1	0	0	0	0	931
ENSG00000183470	0	0	0	0	0	0	2442
ENSG00000183473	47	1	4	0	0	0	4520
ENSG00000183474	860	933	652	493	654	612	6989
ENSG00000183475	806	885	965	1094	737	956	5397
ENSG00000183476	34	26	29	1	0	0	2881
ENSG00000183479	118	112	71	24	38	33	2715
ENSG00000183484	57	2	1	1	1	6	4198
ENSG00000183486	0	0	0	2242	31	70	13175
ENSG00000183495	3611	5008	6738	4333	3323	7477	12379
ENSG00000183496	475	559	397	74	63	10	4364
ENSG00000183504	0	0	0	0	0	4	342
ENSG00000183506	1126	1134	1583	629	416	3851	7474
ENSG00000183508	761	392	185	332	627	4	5751
ENSG00000183513	762	684	610	444	426	579	2760
ENSG00000183514	0	0	0	0	0	0	562
ENSG00000183520	2810	2844	1549	2381	2826	2652	3385
ENSG00000183527	2176	2453	1590	3293	2651	1304	2515
ENSG00000183530	3405	4811	4421	2674	2416	672	11809
ENSG00000183531	0	0	0	0	0	0	411
ENSG00000183535	0	0	15	0	0	0	3455
ENSG00000183542	0	0	23	0	0	0	928
ENSG00000183549	0	0	0	0	0	0	3963
ENSG00000183558	0	2	0	0	4	0	974
ENSG00000183559	0	0	0	0	0	0	1064
ENSG00000183560	0	1	0	7	0	0	826
ENSG00000183562	1	5	11	4	7	29	1471
ENSG00000183566	0	0	0	0	0	0	1725
ENSG00000183569	168	211	152	125	158	107	2821
ENSG00000183570	48	78	202	8	3	0	6796
ENSG00000183571	0	0	0	0	0	0	1576
ENSG00000183576	2771	2826	1980	5665	5071	4718	5178
ENSG00000183578	243	106	17	0	0	16	2262
ENSG00000183579	963	1790	1976	3372	2953	759	6968
ENSG00000183580	78	180	0	0	0	0	4849
ENSG00000183586	0	0	0	1	1	0	193
ENSG00000183597	223	460	471	299	267	1171	6157
ENSG00000183598	1	0	9	14	6	0	411
ENSG00000183604	71	88	160	121	76	84	8207
ENSG00000183605	1886	2369	1775	1316	2453	1231	1868
ENSG00000183607	0	0	0	0	2	0	1653
ENSG00000183615	11	2	44	10	1	0	936
ENSG00000183617	490	935	605	629	957	300	1003
ENSG00000183621	113	110	213	459	191	74	4294
ENSG00000183624	3297	2694	3276	2133	2352	2824	2783
ENSG00000183625	0	0	16	0	0	60	3647
ENSG00000183628	891	711	420	158	199	278	5262
ENSG00000183629	0	0	0	0	0	0	6529
ENSG00000183631	0	0	0	0	0	0	1228
ENSG00000183632	0	0	0	0	0	0	3001
ENSG00000183638	6	6	48	6	0	115	8881
ENSG00000183640	0	0	0	0	0	0	555
ENSG00000183643	0	0	0	0	0	0	1787
ENSG00000183644	0	0	0	0	0	0	3280
ENSG00000183647	183	158	160	0	0	350	5019
ENSG00000183648	534	481	649	876	852	771	2263
ENSG00000183653	0	0	0	0	0	0	1073
ENSG00000183654	0	1	0	0	0	0	1861
ENSG00000183655	462	626	398	390	596	249	3758
ENSG00000183657	6	1	1	0	0	13	2906
ENSG00000183662	0	0	0	0	0	0	2915
ENSG00000183663	0	0	0	0	0	0	953
ENSG00000183665	697	821	704	779	849	594	2339
ENSG00000183666	127	181	38	178	301	235	6167
ENSG00000183668	5	1	0	27	2	1	5048
ENSG00000183671	18	1	0	905	293	250	2834
ENSG00000183674	18	1	4	0	0	41	1895
ENSG00000183675	2	4	0	0	0	74	4506
ENSG00000183678	0	0	0	0	0	0	998
ENSG00000183682	51	42	112	7	4	0	1692
ENSG00000183684	4045	8100	5260	3925	6826	3400	1581
ENSG00000183688	4163	3263	3251	3	0	208	3621
ENSG00000183690	4	0	1	0	0	8	3319
ENSG00000183691	236	465	35	57	15	90	1892
ENSG00000183695	0	0	6	0	0	0	2036
ENSG00000183696	1506	862	623	546	761	5372	4577
ENSG00000183704	0	0	0	0	0	0	908
ENSG00000183706	0	0	0	0	0	0	1126
ENSG00000183709	0	0	7	18	0	0	737
ENSG00000183715	0	0	0	0	0	0	7578
ENSG00000183718	246	458	314	270	150	411	4682
ENSG00000183722	355	502	32	1	0	494	2327
ENSG00000183723	3820	4386	4753	4911	4801	4721	8117
ENSG00000183726	3407	3258	2305	4258	2263	2159	3410
ENSG00000183729	1	0	5	0	0	187	2687
ENSG00000183733	0	0	0	0	0	0	722
ENSG00000183734	0	0	1	28	34	9	1852
ENSG00000183735	1405	1465	1863	2736	1805	1996	4762
ENSG00000183741	6880	13088	9613	3157	4984	2288	8030
ENSG00000183742	0	0	752	1767	1745	801	9898
ENSG00000183747	0	0	0	0	0	0	8195
ENSG00000183748	0	0	0	0	0	0	5261
ENSG00000183751	3122	3649	3741	3071	5643	2328	7139
ENSG00000183753	0	0	0	0	0	0	1525
ENSG00000183760	0	0	168	23	11	163	3107
ENSG00000183762	3036	3270	4304	1204	710	1264	7977
ENSG00000183763	862	1140	755	777	1216	925	3261
ENSG00000183765	1883	2069	1200	1296	934	958	4145
ENSG00000183770	1	0	1	0	1	783	2917
ENSG00000183773	5	0	164	0	0	127	5332
ENSG00000183775	16	39	63	1	1	3	14294
ENSG00000183778	21	1	102	0	0	20	14191
ENSG00000183779	17119	16392	421	19291	14490	337	3347
ENSG00000183780	18	14	349	0	0	77	3195
ENSG00000183783	1	30	0	0	0	0	2704
ENSG00000183784	6	13	1	0	0	4	2786
ENSG00000183785	1	9	20	14	1	10	3641
ENSG00000183791	0	0	0	0	0	0	1877
ENSG00000183793	78	51	105	36	10	250	1757
ENSG00000183795	0	0	0	0	0	0	1436
ENSG00000183798	1389	1665	9	0	0	1	3796
ENSG00000183801	4	1	0	0	0	0	3436
ENSG00000183807	0	0	0	0	0	0	1033
ENSG00000183808	1111	1138	2776	972	997	1765	7618
ENSG00000183813	0	1	8	0	0	18	3095
ENSG00000183814	1878	2300	514	1002	1433	803	4442
ENSG00000183822	0	0	1	0	0	0	1217
ENSG00000183826	340	589	1098	735	902	651	9451
ENSG00000183828	590	442	750	1231	959	301	1916
ENSG00000183831	4	1	27	0	0	0	2911
ENSG00000183833	0	0	17	0	0	0	7106
ENSG00000183837	9	14	10	8	0	0	3751
ENSG00000183840	20	1	62	332	126	299	3343
ENSG00000183844	0	0	1	59	3	0	3599
ENSG00000183850	0	0	0	0	0	0	3291
ENSG00000183853	2070	2689	2001	54	19	1591	7872
ENSG00000183856	2966	2109	2731	4665	2407	3412	6742
ENSG00000183862	0	0	0	0	0	0	2834
ENSG00000183864	2441	3578	4053	5069	4417	2105	4565
ENSG00000183873	961	898	1268	0	0	2	10017
ENSG00000183876	35	41	7	0	0	233	3269
ENSG00000183878	0	0	13	0	0	850	9099
ENSG00000183888	0	0	0	0	0	0	3039
ENSG00000183889	79	54	21	31	44	4	7897
ENSG00000183891	140	166	128	223	155	289	1986
ENSG00000183900	0	0	0	0	0	0	2269
ENSG00000183908	0	0	1	0	0	0	5410
ENSG00000183909	0	0	0	0	0	0	903
ENSG00000183911	1	8	1	0	4	1	462
ENSG00000183914	24	4	228	12	8	22	17231
ENSG00000183918	0	0	0	0	0	0	2450
ENSG00000183921	5	1	41	3	0	0	2528
ENSG00000183929	10	17	17	62	102	54	2463
ENSG00000183935	73	61	113	54	45	212	2299
ENSG00000183938	0	0	0	0	0	0	367
ENSG00000183941	2	0	0	0	4	0	1880
ENSG00000183943	1416	1890	1883	2121	1106	469	6452
ENSG00000183955	3469	4337	2137	3367	3207	2610	4579
ENSG00000183960	0	0	17	0	0	0	6232
ENSG00000183963	2082	2405	5318	2795	2829	794	10094
ENSG00000183971	29	22	5764	1	4	0	1193
ENSG00000183977	4	13	31	20	7	41	2523
ENSG00000183978	1719	1714	727	1129	1586	998	1922
ENSG00000183979	0	0	0	0	0	0	2161
ENSG00000183981	0	0	0	0	0	0	1053
ENSG00000184005	385	518	120	1260	99	0	7225
ENSG00000184007	12286	12485	11454	7986	7082	8175	6431
ENSG00000184009	123854	117375	111079	109073	133983	131422	2976
ENSG00000184012	36	1	4	1466	409	0	6117
ENSG00000184014	5055	4899	2695	1286	815	1526	8648
ENSG00000184022	0	0	0	0	0	0	1049
ENSG00000184029	0	0	0	0	0	0	2054
ENSG00000184032	0	0	0	0	0	0	384
